OKPD,TNVED,name_OKPD,name_TNVED
20.5,3702,Производство прочих химических продуктов,"ФОТОПЛЕНКА В РУЛОНАХ, СЕНСИБИЛИЗИРОВАННАЯ, НЕЭКСПОНИРОВАННАЯ, ИЗ ЛЮБЫХ МАТЕРИАЛОВ, КРОМЕ БУМАГИ, КАРТОНА ИЛИ ТЕКСТИЛЬНЫХ; ПЛЕНКА ДЛЯ МОМЕНТАЛЬНОЙ ФОТОГРАФИИ В РУЛОНАХ, СЕНСИБИЛИЗИРОВАННАЯ, НЕЭКСПОНИРОВАННАЯ"
28.1,8413,Машины и оборудование общего назначения,НАСОСЫ ЖИДКОСТНЫЕ С РАСХОДОМЕРАМИ ИЛИ БЕЗ НИХ; ПОДЪЕМНИКИ ЖИДКОСТЕЙ
28.3,8701,Машины и оборудование для сельского и лесного хозяйства,ТРАКТОРЫ (КРОМЕ ТРАКТОРОВ ТОВАРНОЙ ПОЗИЦИИ 8709)
01.1,1207,Культуры однолетние,"СЕМЕНА И ПЛОДЫ ПРОЧИХ МАСЛИЧНЫХ КУЛЬТУР, ДРОБЛЕНЫЕ ИЛИ НЕДРОБЛЕНЫЕ"
01.2,0810,Культуры многолетние,"ПРОЧИЕ ФРУКТЫ, СВЕЖИЕ"
10.3,0813,Переработка и консервирование фруктов и овощей,"ФРУКТЫ СУШЕНЫЕ, КРОМЕ ПЛОДОВ ТОВАРНЫХ ПОЗИЦИЙ 0801 - 0806; СМЕСИ ОРЕХОВ ИЛИ СУШЕНЫХ ПЛОДОВ ДАННОЙ ГРУППЫ"
20.1,2827,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","ХЛОРИДЫ, ХЛОРИД ОКСИДЫ И ХЛОРИД ГИДРОКСИДЫ; БРОМИДЫ И БРОМИД ОКСИДЫ; ЙОДИДЫ И ЙОДИД ОКСИДЫ"
24.1,7202,"Производство чугуна, стали и ферросплавов",ФЕРРОСПЛАВЫ
01.1,0713,Культуры однолетние,"ОВОЩИ БОБОВЫЕ СУШЕНЫЕ, ЛУЩЕНЫЕ, ОЧИЩЕННЫЕ ОТ СЕМЕННОЙ КОЖУРЫ ИЛИ НЕОЧИЩЕННЫЕ, КОЛОТЫЕ ИЛИ НЕКОЛОТЫЕ"
01.4,0105,Животные живые и продукты животного происхождения,"ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ"
01.4,0106,Животные живые и продукты животного происхождения,ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ
10.2,0308,"Переработка и консервирование рыбы, ракообразных и моллюсков","ВОДНЫЕ БЕСПОЗВОНОЧНЫЕ, КРОМЕ РАКООБРАЗНЫХ И МОЛЛЮСКОВ, ЖИВЫЕ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; ВОДНЫЕ БЕСПОЗВОНОЧНЫЕ, КРОМЕ РАКООБРАЗНЫХ И МОЛЛЮСКОВ, КОПЧЕНЫЕ, НЕ ПОДВЕРГНУТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ ДО ИЛИ В ПРОЦЕССЕ КОПЧЕНИЯ; МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ ВОДНЫХ БЕСПОЗВОНОЧНЫХ, КРОМЕ РАКООБРАЗНЫХ И МОЛЛЮСКОВ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ"
10.5,0401,Производство молочной продукции,"МОЛОКО И СЛИВКИ, НЕСГУЩЕННЫЕ И БЕЗ ДОБАВЛЕНИЯ САХАРА ИЛИ ДРУГИХ ПОДСЛАЩИВАЮЩИХ ВЕЩЕСТВ"
10.6,1103,"Производство продуктов мукомольной и крупяной промышленности, крахмала и крахмалосодержащих продуктов","КРУПА, МУКА ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ ЗЕРНА ЗЛАКОВ"
13.2,5211,Производство текстильных тканей,"М2-ТКАНИ ХЛОПЧАТОБУМАЖНЫЕ, СОДЕРЖАЩИЕ МЕНЕЕ 85 МАС.% ХЛОПКОВЫХ ВОЛОКОН, СМЕШАННЫЕ В ОСНОВНОМ ИЛИ ИСКЛЮЧИТЕЛЬНО С ХИМИЧЕСКИМИ ВОЛОКНАМИ, С ПОВЕРХНОСТНОЙ ПЛОТНОСТЬЮ БОЛЕЕ 200 Г/М2"
13.9,6005,Производство прочих текстильных изделий,"ПОЛОТНА ОСНОВОВЯЗАНЫЕ (ВКЛЮЧАЯ ВЯЗАНЫЕ НА ТРИКОТАЖНЫХ МАШИНАХ ДЛЯ ИЗГОТОВЛЕНИЯ ГАЛУНОВ), КРОМЕ ТРИКОТАЖНЫХ ПОЛОТЕН ТОВАРНЫХ ПОЗИЦИЙ 6001 - 6004"
13.9,6006,Производство прочих текстильных изделий,ТРИКОТАЖНЫЕ ПОЛОТНА МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ ПРОЧИЕ
20.1,2825,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","ГИДРАЗИН И ГИДРОКСИЛАМИН И ИХ НЕОРГАНИЧЕСКИЕ СОЛИ; НЕОРГАНИЧЕСКИЕ ОСНОВАНИЯ ПРОЧИЕ; ОКСИДЫ, ГИДРОКСИДЫ И ПЕРОКСИДЫ МЕТАЛЛОВ ПРОЧИЕ"
20.1,2933,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","СОЕДИНЕНИЯ ГЕТЕРОЦИКЛИЧЕСКИЕ, СОДЕРЖАЩИЕ ЛИШЬ ГЕТЕРОАТОМ(Ы) АЗОТА"
20.1,4002,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","КАУЧУК СИНТЕТИЧЕСКИЙ И ФАКТИС, ПОЛУЧЕННЫЙ ИЗ МАСЕЛ, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС, ИЛИ ЛЕНТ; СМЕСИ ЛЮБОГО ПРОДУКТА ТОВАРНОЙ ПОЗИЦИИ 4001 С ЛЮБЫМ ПРОДУКТОМ ДАННОЙ ТОВАРНОЙ ПОЗИЦИИ, В ПЕРВИЧНЫХ ФОРМАХ ИЛИ В ВИДЕ ПЛАСТИН, ЛИСТОВ ИЛИ ПОЛОС, ИЛИ ЛЕНТ"
24.1,7208,"Производство чугуна, стали и ферросплавов","ПРОКАТ ПЛОСКИЙ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ ШИРИНОЙ 600 ММ ИЛИ БОЛЕЕ, ГОРЯЧЕКАТАНЫЙ, НЕПЛАКИРОВАННЫЙ, БЕЗ ГАЛЬВАНИЧЕСКОГО ИЛИ ДРУГОГО ПОКРЫТИЯ"
24.1,7219,"Производство чугуна, стали и ферросплавов","ПРОКАТ ПЛОСКИЙ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ШИРИНОЙ 600 ММ ИЛИ БОЛЕЕ"
27.1,8501,"Электродвигатели, генераторы, трансформаторы и электрическая распределительная и контрольно-измерительная аппаратура",ДВИГАТЕЛИ И ГЕНЕРАТОРЫ ЭЛЕКТРИЧЕСКИЕ (КРОМЕ ЭЛЕКТРОГЕНЕРАТОРНЫХ УСТАНОВОК)
27.5,8516,Приборы бытовые,"ЭЛЕКТРИЧЕСКИЕ ВОДОНАГРЕВАТЕЛИ ПРОТОЧНЫЕ ИЛИ НАКОПИТЕЛЬНЫЕ (ЕМКОСТНЫЕ) И ЭЛЕКТРОНАГРЕВАТЕЛИ ПОГРУЖНЫЕ; ЭЛЕКТРООБОРУДОВАНИЕ ОБОГРЕВА ПРОСТРАНСТВА И ОБОГРЕВА ГРУНТА, ЭЛЕКТРОТЕРМИЧЕСКИЕ АППАРАТЫ ДЛЯ УХОДА ЗА ВОЛОСАМИ (НАПРИМЕР, СУШИЛКИ ДЛЯ ВОЛОС, БИГУДИ, ЩИПЦЫ ДЛЯ ГОРЯЧЕЙ ЗАВИВКИ) И СУШИЛКИ ДЛЯ РУК; ЭЛЕКТРОУТЮГИ; ПРОЧИЕ БЫТОВЫЕ ЭЛЕКТРОНАГРЕВАТЕЛЬНЫЕ ПРИБОРЫ; ЭЛЕКТРИЧЕСКИЕ НАГР
ЕВАТЕЛЬНЫЕ СОПРОТИВЛЕНИЯ, КРОМЕ УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 8545"
29.3,8708,Части и принадлежности для автотранспортных средств,ЧАСТИ И ПРИНАДЛЕЖНОСТИ МОТОРНЫХ ТРАНСПОРТНЫХ СРЕДСТВ ТОВАРНЫХ ПОЗИЦИЙ 8701 - 8705
01.2,0805,Культуры многолетние,"ЦИТРУСОВЫЕ ПЛОДЫ, СВЕЖИЕ ИЛИ СУШЕНЫЕ"
03.1,0306,"Рыба и прочая продукция рыболовства; услуги, связанные с рыболовством","РАКООБРАЗНЫЕ, В ПАНЦИРЕ ИЛИ БЕЗ ПАНЦИРЯ, ЖИВЫЕ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; РАКООБРАЗНЫЕ КОПЧЕНЫЕ, В ПАНЦИРЕ ИЛИ БЕЗ ПАНЦИРЯ, НЕ ПОДВЕРГНУТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ ДО ИЛИ В ПРОЦЕССЕ КОПЧЕНИЯ; РАКООБРАЗНЫЕ В ПАНЦИРЕ, СВАРЕННЫЕ НА ПАРУ ИЛИ В КИПЯЩЕЙ ВОДЕ, ОХЛАЖДЕННЫЕ ИЛИ НЕОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РАКООБРАЗНЫХ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ"
03.2,0306,"Рыба и прочая продукция рыбоводства; услуги, связанные с рыбоводством","РАКООБРАЗНЫЕ, В ПАНЦИРЕ ИЛИ БЕЗ ПАНЦИРЯ, ЖИВЫЕ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; РАКООБРАЗНЫЕ КОПЧЕНЫЕ, В ПАНЦИРЕ ИЛИ БЕЗ ПАНЦИРЯ, НЕ ПОДВЕРГНУТЫЕ ИЛИ ПОДВЕРГНУТЫЕ ТЕПЛОВОЙ ОБРАБОТКЕ ДО ИЛИ В ПРОЦЕССЕ КОПЧЕНИЯ; РАКООБРАЗНЫЕ В ПАНЦИРЕ, СВАРЕННЫЕ НА ПАРУ ИЛИ В КИПЯЩЕЙ ВОДЕ, ОХЛАЖДЕННЫЕ ИЛИ НЕОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РАКООБРАЗНЫХ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ"
10.8,1302,Производство прочих пищевых продуктов,"СОКИ И ЭКСТРАКТЫ РАСТИТЕЛЬНЫЕ; ПЕКТИНОВЫЕ ВЕЩЕСТВА, ПЕКТИНАТЫ И ПЕКТАТЫ; АГАР-АГАР И ДРУГИЕ КЛЕИ И ЗАГУСТИТЕЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ, ВИДОИЗМЕНЕННЫЕ ИЛИ НЕВИДОИЗМЕНЕННЫЕ"
14.1,6211,"Производство одежды, кроме одежды из меха","КОСТЮМЫ СПОРТИВНЫЕ, ЛЫЖНЫЕ И КУПАЛЬНЫЕ; ПРЕДМЕТЫ ОДЕЖДЫ ПРОЧИЕ"
17.1,4804,"Производство целлюлозы, древесной массы, бумаги и картона","КРАФТ-БУМАГА И КРАФТ-КАРТОН НЕМЕЛОВАННЫЕ, В РУЛОНАХ ИЛИ ЛИСТАХ, КРОМЕ УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 4802 ИЛИ 4803"
19.2,2711,Производство нефтепродуктов,ГАЗЫ НЕФТЯНЫЕ И УГЛЕВОДОРОДЫ ГАЗООБРАЗНЫЕ ПРОЧИЕ
20.1,2707,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","МАСЛА И ДРУГИЕ ПРОДУКТЫ ВЫСОКОТЕМПЕРАТУРНОЙ ПЕРЕГОНКИ КАМЕННОУГОЛЬНОЙ СМОЛЫ; АНАЛОГИЧНЫЕ ПРОДУКТЫ, В КОТОРЫХ МАССА АРОМАТИЧЕСКИХ СОСТАВНЫХ ЧАСТЕЙ ПРЕВЫШАЕТ МАССУ НЕАРОМАТИЧЕСКИХ"
20.1,2804,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","ВОДОРОД, ГАЗЫ ИНЕРТНЫЕ И ПРОЧИЕ НЕМЕТАЛЛЫ"
20.1,2833,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",СУЛЬФАТЫ; КВАСЦЫ; ПЕРОКСОСУЛЬФАТЫ (ПЕРСУЛЬФАТЫ)
20.1,2917,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","КИСЛОТЫ ПОЛИКАРБОНОВЫЕ, ИХ АНГИДРИДЫ, ГАЛОГЕНАНГИДРИДЫ, ПЕРОКСИДЫ И ПЕРОКСИКИСЛОТЫ; ИХ ГАЛОГЕНИРОВАННЫЕ, СУЛЬФИРОВАННЫЕ, НИТРОВАННЫЕ ИЛИ НИТРОЗИРОВАННЫЕ ПРОИЗВОДНЫЕ"
20.1,2918,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","КИСЛОТЫ КАРБОНОВЫЕ, СОДЕРЖАЩИЕ ДОПОЛНИТЕЛЬНУЮ КИСЛОРОДСОДЕРЖАЩУЮ ФУНКЦИОНАЛЬНУЮ ГРУППУ, И ИХ АНГИДРИДЫ, ГАЛОГЕНАНГИДРИДЫ, ПЕРОКСИДЫ И ПЕРОКСИКИСЛОТЫ; ИХ ГАЛОГЕНИРОВАННЫЕ, СУЛЬФИРОВАННЫЕ, НИТРОВАННЫЕ ИЛИ НИТРОЗИРОВАННЫЕ ПРОИЗВОДНЫЕ"
24.2,7304,"Производство стальных труб, полых профилей и фитингов","ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПОЛЫЕ, БЕСШОВНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ ЧУГУННОГО ЛИТЬЯ)"
25.7,8207,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","СМЕННЫЕ РАБОЧИЕ ИНСТРУМЕНТЫ ДЛЯ РУЧНЫХ ИНСТРУМЕНТОВ, С МЕХАНИЧЕСКИМ ПРИВОДОМ ИЛИ БЕЗ НЕГО ИЛИ ДЛЯ СТАНКОВ (НАПРИМЕР, ДЛЯ ПРЕССОВАНИЯ, ШТАМПОВКИ, ВЫРУБКИ, НАРЕЗАНИЯ РЕЗЬБЫ, СВЕРЛЕНИЯ, РАСТАЧИВАНИЯ, ПРОТЯГИВАНИЯ, ФРЕЗЕРОВАНИЯ, ТОКАРНОЙ ОБРАБОТКИ ИЛИ ЗАВИНЧИВАНИЯ), ВКЛЮЧАЯ ФИЛЬЕРЫ ДЛЯ ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ МЕТАЛЛА, ИНСТРУМЕНТЫ ДЛЯ БУРЕНИЯ СКАЛЬНЫХ ПОРОД ИЛИ ГРУНТОВ"
38.1,2620,Отходы; услуги по сбору отходов,"ШЛАК, ЗОЛА И ОСТАТКИ (КРОМЕ ОБРАЗУЮЩИХСЯ В ПРОИЗВОДСТВЕ ЧЕРНЫХ МЕТАЛЛОВ), СОДЕРЖАЩИЕ МЕТАЛЛЫ, МЫШЬЯК ИЛИ ИХ СОЕДИНЕНИЯ"
10.3,2007,Переработка и консервирование фруктов и овощей,"ДЖЕМЫ, ЖЕЛЕ ФРУКТОВОЕ, МАРМЕЛАДЫ, ПЮРЕ ФРУКТОВОЕ ИЛИ ОРЕХОВОЕ, ПАСТА ФРУКТОВАЯ ИЛИ ОРЕХОВАЯ, ПОЛУЧЕННЫЕ ПУТЕМ ТЕПЛОВОЙ ОБРАБОТКИ, В ТОМ ЧИСЛЕ С ДОБАВЛЕНИЕМ САХАРА ИЛИ ДРУГИХ ПОДСЛАЩИВАЮЩИХ ВЕЩЕСТВ"
10.4,1515,Производство растительных и животных масел и жиров,"ПРОЧИЕ НЕЛЕТУЧИЕ РАСТИТЕЛЬНЫЕ ЖИРЫ, МАСЛА (ВКЛЮЧАЯ МАСЛО ЖОЖОБА) И ИХ ФРАКЦИИ, НЕРАФИНИРОВАННЫЕ ИЛИ РАФИНИРОВАННЫЕ, НО БЕЗ ИЗМЕНЕНИЯ ХИМИЧЕСКОГО СОСТАВА"
10.6,1702,"Производство продуктов мукомольной и крупяной промышленности, крахмала и крахмалосодержащих продуктов","ПРОЧИЕ САХАРА, ВКЛЮЧАЯ ХИМИЧЕСКИ ЧИСТЫЕ ЛАКТОЗУ, МАЛЬТОЗУ, ГЛЮКОЗУ И ФРУКТОЗУ, В ТВЕРДОМ СОСТОЯНИИ; СИРОПЫ САХАРНЫЕ БЕЗ ДОБАВЛЕНИЯ ВКУСО-АРОМАТИЧЕСКИХ ИЛИ КРАСЯЩИХ ВЕЩЕСТВ; ИСКУССТВЕННЫЙ МЕД, СМЕШАННЫЙ ИЛИ НЕ СМЕШАННЫЙ С НАТУРАЛЬНЫМ МЕДОМ; КАРАМЕЛЬНЫЙ КУЛЕР"
10.8,1704,Производство прочих пищевых продуктов,"КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА (ВКЛЮЧАЯ БЕЛЫЙ ШОКОЛАД), НЕ СОДЕРЖАЩИЕ КАКАО"
13.2,5514,Производство текстильных тканей,"М2-ТКАНИ ИЗ СИНТЕТИЧЕСКИХ ВОЛОКОН, СОДЕРЖАЩИЕ МЕНЕЕ 85 МАС.% ЭТИХ ВОЛОКОН, СМЕШАННЫЕ В ОСНОВНОМ ИЛИ ИСКЛЮЧИТЕЛЬНО С ХЛОПКОВЫМИ ВОЛОКНАМИ, ИМЕЮЩИЕ ПОВЕРХНОСТНУЮ ПЛОТНОСТЬ БОЛЕЕ 170 Г/М2"
13.2,5801,Производство текстильных тканей,"М2-ТКАНИ ВОРСОВЫЕ И ТКАНИ ИЗ СИНЕЛИ, КРОМЕ ТКАНЕЙ ТОВАРНОЙ ПОЗИЦИИ 5802 ИЛИ 5806"
13.9,5702,Производство прочих текстильных изделий,"М2-ТКАНЫЕ КОВРЫ И ПРОЧИЕ ТЕКСТИЛЬНЫЕ НАПОЛЬНЫЕ ПОКРЫТИЯ, НЕТАФТИНГОВЫЕ ИЛИ НЕФЛОКИРОВАННЫЕ, ГОТОВЫЕ ИЛИ НЕГОТОВЫЕ, ВКЛЮЧАЯ ""КИЛИМ"", ""СУМАХ"", ""КЕРМАНИ"" И АНАЛОГИЧНЫЕ КОВРЫ РУЧНОЙ РАБОТЫ"
14.1,6103,"Производство одежды, кроме одежды из меха","КОСТЮМЫ, КОМПЛЕКТЫ, ПИДЖАКИ, БЛАЙЗЕРЫ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ"
15.1,4104,"Дубление и отделка кожи, производство чемоданов, сумок, шорно-седельных изделий из кожи; выделка и крашение меха","ДУБЛЕНАЯ КОЖА ИЛИ КОЖЕВЕННЫЙ КРАСТ ИЗ ШКУР КРУПНОГО РОГАТОГО СКОТА (ВКЛЮЧАЯ БУЙВОЛОВ) ИЛИ ЖИВОТНЫХ СЕМЕЙСТВА ЛОШАДИНЫХ, БЕЗ ВОЛОСЯНОГО ПОКРОВА, ДВОЕНЫЕ ИЛИ НЕДВОЕНЫЕ, НО БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ"
15.1,4202,"Дубление и отделка кожи, производство чемоданов, сумок, шорно-седельных изделий из кожи; выделка и крашение меха","САКВОЯЖИ, ЧЕМОДАНЫ, ДАМСКИЕ СУМКИ-ЧЕМОДАНЧИКИ, КЕЙСЫ ДЛЯ ДЕЛОВЫХ БУМАГ, ПОРТФЕЛИ, ШКОЛЬНЫЕ РАНЦЫ, ФУТЛЯРЫ ДЛЯ ОЧКОВ, БИНОКЛЕЙ, ФОТОАППАРАТОВ, МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ, РУЖЕЙ, КОБУРА И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ; СУМКИ ДОРОЖНЫЕ, СУМКИ-ТЕРМОСЫ ДЛЯ ПИЩЕВЫХ ПРОДУКТОВ ИЛИ НАПИТКОВ, СУМОЧКИ ДЛЯ КОСМЕТИКИ, РЮКЗАКИ, ДАМСКИЕ СУМКИ, СУМКИ ХОЗЯЙСТВЕННЫЕ, ПОРТМОНЕ, КОШЕЛЬКИ, ФУТЛЯРЫ ДЛЯ ГЕОГРАФИЧЕСКИХ КАРТ, ПОРТСИГАРЫ, КИСЕТЫ, СУМКИ ДЛЯ РАБОЧЕГО ИНСТРУМЕНТА, СУМКИ СПОРТИВНЫЕ, ФУТЛЯРЫ ДЛЯ БУТЫЛОК, ШКАТУЛКИ ДЛЯ ЮВЕЛИРНЫХ ИЗДЕЛИЙ, ПУДРЕНИЦЫ, ФУТЛЯРЫ ДЛЯ РЕЖУЩИХ ПРЕДМЕТОВ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ НАТУРАЛЬНОЙ ИЛИ КОМПОЗИЦИОННОЙ КОЖИ, ИЗ ЛИСТОВ ПЛАСТМАССЫ, ТЕКСТИЛЬНЫХ МАТЕРИАЛОВ, ВУЛКАНИЗОВАННЫХ ВОЛОКОН ИЛИ КАРТОНА ИЛИ ПОЛНОСТЬЮ ИЛИ ПРЕИМУЩЕСТВЕННО ПОКРЫТЫЕ ТАКИМИ МАТЕРИАЛАМИ ИЛИ БУМАГОЙ"
